N,P,K,temperature,humidity,ph,rainfall,label,zone
66,56,84,8.8,56.0,5.32,32.6,potato,mountain
20,59,33,17.0,54.7,6.7,37.6,lentil,terai
63,55,79,8.0,54.6,5.36,32.1,potato,mountain
69,47,47,23.5,76.1,5.93,173.5,ginger,hill
27,26,22,7.6,43.0,5.24,32.5,buckwheat,mountain
80,52,22,25.3,65.7,6.08,97.6,maize,hill
94,36,37,27.9,85.7,6.64,242.2,rice,terai
75,65,84,12.5,63.9,5.64,48.3,potato,hill
48,37,24,14.3,51.8,6.42,18.8,mustard,terai
51,41,59,17.3,82.4,5.32,212.4,cardamom,hill
68,46,53,24.2,78.8,5.62,175.7,ginger,hill
57,42,62,18.9,83.4,5.08,212.3,cardamom,hill
74,45,47,24.0,76.5,5.92,185.2,ginger,hill
92,45,43,26.8,82.6,6.66,225.2,rice,terai
64,51,28,13.3,53.9,6.38,41.0,wheat,hill
94,77,81,19.8,66.5,6.3,69.4,tomato,hill
82,42,26,25.1,66.9,6.31,105.0,maize,terai
74,48,53,22.6,76.8,5.73,175.0,ginger,hill
77,74,92,17.2,66.9,5.94,45.4,potato,terai
99,39,38,27.3,85.1,6.89,246.8,rice,terai
92,44,44,26.2,83.4,6.61,219.5,rice,terai
51,43,58,17.4,82.6,5.28,213.8,cardamom,hill
26,69,30,17.7,52.3,6.95,27.2,chickpea,terai
67,56,81,8.9,53.7,5.46,39.6,potato,mountain
27,23,23,8.0,43.7,5.31,28.5,buckwheat,mountain
91,43,46,26.7,80.6,6.52,221.4,rice,terai
80,47,22,25.8,68.8,6.61,115.1,maize,terai
73,47,21,23.9,66.8,6.28,94.6,maize,hill
70,46,54,23.0,79.2,5.76,177.2,ginger,hill
65,52,82,9.3,55.0,5.46,29.4,potato,mountain
53,40,61,17.8,83.5,5.18,205.5,cardamom,hill
93,78,81,20.0,65.3,6.42,72.0,tomato,hill
22,61,27,16.8,52.8,7.06,31.8,chickpea,terai
20,68,30,16.9,51.0,6.99,21.3,chickpea,terai
82,47,21,25.2,69.1,6.46,109.8,maize,terai
90,76,77,19.6,65.9,6.54,62.2,tomato,hill
91,40,38,28.3,86.2,7.0,243.1,rice,terai
89,68,72,16.4,67.4,6.4,40.6,cauliflower,hill
75,50,18,24.6,67.1,6.12,95.5,maize,hill
91,41,40,27.6,85.5,6.67,245.5,rice,terai
71,43,50,22.7,79.0,5.83,174.1,ginger,hill
60,47,28,13.2,53.3,6.29,43.1,wheat,hill
87,59,40,24.3,81.4,6.2,181.2,rice,hill
92,43,44,25.7,81.1,6.38,220.4,rice,terai
70,51,78,8.0,56.4,5.4,40.0,potato,mountain
67,58,77,9.0,55.9,5.41,37.6,potato,mountain
29,24,23,6.3,44.1,5.46,29.1,buckwheat,mountain
82,46,23,24.2,66.1,6.25,95.1,maize,hill
76,73,92,16.7,63.0,5.81,48.1,potato,terai
26,29,22,6.2,46.6,5.54,23.3,buckwheat,mountain
90,76,79,21.1,63.3,6.52,63.5,tomato,hill
39,41,23,11.0,49.9,6.26,24.8,mustard,hill
99,42,41,28.1,84.7,6.64,245.7,rice,terai
79,47,21,25.3,69.1,6.66,110.9,maize,terai
81,44,19,25.3,67.0,6.56,109.2,maize,terai
23,57,33,16.0,56.0,6.78,29.9,lentil,terai
31,27,21,6.6,45.8,5.3,21.3,buckwheat,mountain
18,64,30,17.0,52.8,7.16,22.0,chickpea,terai
79,74,88,16.8,63.8,5.91,38.3,potato,terai
57,46,30,12.7,51.3,6.25,40.1,wheat,hill
41,38,22,11.8,49.3,6.16,23.4,mustard,hill
63,56,76,8.8,56.4,5.27,37.1,potato,mountain
69,47,49,24.3,76.6,5.77,175.3,ginger,hill
41,41,27,14.4,48.5,6.37,24.9,mustard,terai
58,42,58,17.8,80.6,5.11,208.0,cardamom,hill
81,46,22,24.8,63.9,6.21,95.2,maize,hill
40,26,23,5.9,43.4,5.37,31.6,barley,mountain
60,49,32,15.2,53.5,6.74,28.2,wheat,terai
65,56,79,7.9,53.1,5.31,33.9,potato,mountain
63,47,30,13.2,52.6,6.46,37.4,wheat,hill
72,48,47,23.0,78.5,5.97,182.0,ginger,hill
31,22,18,8.0,45.4,5.5,22.5,buckwheat,mountain
28,24,16,6.6,44.1,5.29,35.1,buckwheat,mountain
52,43,57,17.5,80.1,5.14,213.6,cardamom,hill
83,50,19,25.0,65.0,6.22,100.5,maize,hill
32,32,25,5.9,40.8,5.4,27.2,barley,mountain
72,63,84,12.7,60.6,5.78,52.1,potato,hill
43,34,19,12.4,46.4,6.06,36.1,mustard,hill
57,47,28,11.5,50.5,6.48,35.9,wheat,hill
75,69,82,12.1,63.4,5.63,50.9,potato,hill
25,66,25,17.4,51.2,6.96,26.1,chickpea,terai
88,68,74,16.5,66.3,6.38,38.1,cauliflower,hill
19,61,31,15.0,53.1,6.65,31.7,lentil,terai
72,47,54,24.0,79.7,5.61,178.5,ginger,hill
81,49,18,24.3,67.0,6.32,93.6,maize,hill
79,47,19,24.3,64.5,6.06,90.4,maize,hill
18,64,26,16.9,53.9,6.97,31.6,chickpea,terai
78,49,21,26.8,68.3,6.66,112.4,maize,terai
87,59,38,25.0,80.4,6.16,186.8,rice,hill
56,52,31,12.3,50.8,6.29,45.7,wheat,hill
71,64,83,13.2,60.5,5.78,61.4,potato,hill
84,46,23,26.7,66.5,6.62,106.1,maize,terai
60,47,30,12.7,53.2,6.46,45.4,wheat,hill
85,74,92,17.0,64.2,6.17,48.4,potato,terai
29,24,18,6.6,46.2,5.52,29.6,buckwheat,mountain
45,40,27,14.3,51.8,6.45,32.2,mustard,terai
93,36,38,28.9,86.0,6.91,241.1,rice,terai
84,68,94,16.2,65.5,5.91,48.3,potato,terai
89,74,71,16.7,67.0,6.47,47.2,cauliflower,hill
61,53,38,15.4,56.7,6.72,29.1,wheat,terai
90,43,42,26.9,83.2,6.37,221.3,rice,terai
89,72,72,16.7,68.8,6.36,38.7,cauliflower,hill
77,63,86,12.5,63.0,5.76,58.4,potato,hill
78,67,93,16.9,65.9,5.91,51.8,potato,terai
42,35,21,11.2,49.2,6.03,29.2,mustard,hill
44,41,25,13.9,50.6,6.4,24.0,mustard,terai
53,41,56,19.1,80.2,5.11,205.5,cardamom,hill
86,46,42,26.8,81.3,6.58,219.7,rice,terai
86,74,79,20.0,65.3,6.25,59.3,tomato,hill
21,65,30,17.7,50.1,7.03,21.5,chickpea,terai
68,53,32,15.9,53.3,6.85,40.5,wheat,terai
40,34,19,11.1,47.7,6.08,30.3,mustard,hill
42,42,25,14.8,50.6,6.61,31.6,mustard,terai
17,59,26,15.3,54.6,6.76,26.6,lentil,terai
85,72,80,21.1,65.2,6.43,68.2,tomato,hill
15,64,29,16.4,53.3,6.7,28.4,lentil,terai
40,41,27,14.2,48.2,6.58,19.8,mustard,terai
93,41,41,27.8,84.9,6.84,240.7,rice,terai
72,62,81,12.3,61.3,5.68,55.5,potato,hill
78,46,18,25.0,64.4,6.25,94.5,maize,hill
54,40,58,17.2,82.3,5.17,214.7,cardamom,hill
44,39,24,15.1,50.7,6.33,18.0,mustard,terai
99,37,38,28.9,84.4,6.76,238.6,rice,terai
26,65,28,17.1,50.6,6.88,25.2,chickpea,terai
56,37,64,18.5,80.2,5.2,215.2,cardamom,hill
86,43,21,25.9,68.3,6.67,106.2,maize,terai
79,73,88,15.9,65.6,6.1,43.9,potato,terai
20,61,26,17.0,52.5,7.1,21.0,chickpea,terai
67,43,51,22.9,79.6,5.98,182.4,ginger,hill
60,46,31,12.1,51.1,6.25,48.8,wheat,hill
89,38,39,27.4,82.0,6.53,214.7,rice,terai
82,59,43,25.4,81.0,6.04,190.2,rice,hill
80,67,78,15.0,68.2,6.33,49.8,cauliflower,hill
32,25,22,5.8,43.4,5.3,18.6,barley,mountain
83,52,18,23.6,64.8,6.07,98.1,maize,hill
68,50,37,14.7,54.2,6.85,38.6,wheat,terai
88,71,78,15.7,68.7,6.32,49.3,cauliflower,hill
55,43,57,17.8,80.1,5.04,204.8,cardamom,hill
83,43,19,25.9,67.1,6.47,107.6,maize,terai
67,49,39,14.4,55.4,6.83,40.8,wheat,terai
71,68,83,12.3,60.5,5.65,61.6,potato,hill
53,44,60,17.5,83.9,5.33,208.5,cardamom,hill
68,58,79,7.7,54.3,5.6,37.4,potato,mountain
69,54,83,9.2,56.1,5.42,37.4,potato,mountain
68,47,49,23.9,77.0,5.87,175.1,ginger,hill
62,57,83,7.9,55.1,5.36,35.9,potato,mountain
41,41,24,11.8,47.4,6.29,22.9,mustard,hill
61,59,84,7.9,55.0,5.37,32.2,potato,mountain
94,38,39,25.8,81.3,6.35,222.6,rice,terai
20,66,24,17.4,50.2,7.12,22.4,chickpea,terai
39,29,20,5.9,43.8,5.49,23.5,barley,mountain
88,41,41,27.1,81.9,6.49,225.6,rice,terai
76,48,23,25.0,65.6,6.2,100.8,maize,hill
92,71,83,20.2,65.7,6.45,60.7,tomato,hill
57,43,57,18.9,81.1,5.05,205.2,cardamom,hill
62,54,35,14.5,54.8,6.63,31.8,wheat,terai
55,49,34,12.4,51.0,6.56,38.5,wheat,hill
23,63,28,16.0,54.4,6.89,35.9,lentil,terai
52,42,59,18.9,82.1,5.16,204.8,cardamom,hill
67,55,80,9.3,55.6,5.28,30.7,potato,mountain
81,47,25,25.9,67.8,6.31,115.7,maize,terai
76,66,83,13.7,62.2,5.68,57.6,potato,hill
56,43,60,17.3,83.6,5.24,211.3,cardamom,hill
61,52,38,15.6,53.8,6.71,30.3,wheat,terai
24,62,29,16.7,53.1,6.76,24.5,lentil,terai
80,63,87,12.3,63.0,5.65,49.9,potato,hill
41,40,25,13.5,49.4,6.66,27.0,mustard,terai
77,72,94,16.1,65.3,5.91,40.3,potato,terai
87,49,19,25.4,66.9,6.35,109.2,maize,terai
83,58,42,23.9,78.8,6.13,185.8,rice,hill
20,60,29,16.2,54.1,6.86,26.9,lentil,terai
16,60,33,16.6,55.3,6.97,38.7,lentil,terai
80,48,26,25.6,68.8,6.34,107.3,maize,terai
79,52,18,24.3,64.7,6.08,88.6,maize,hill
70,68,82,13.8,62.3,5.69,57.5,potato,hill
84,68,92,16.8,65.6,5.97,46.0,potato,terai
82,71,73,16.0,67.0,6.61,49.6,cauliflower,hill
43,38,21,11.6,49.5,6.1,37.1,mustard,hill
96,44,34,27.2,83.6,6.68,241.0,rice,terai
44,37,19,11.7,48.2,6.2,31.6,mustard,hill
39,27,24,5.6,43.6,5.35,30.2,barley,mountain
86,59,44,24.6,79.3,6.13,190.5,rice,hill
28,24,18,7.4,46.1,5.53,27.2,buckwheat,mountain
23,67,27,17.6,50.1,6.95,31.3,chickpea,terai
64,52,84,9.5,54.9,5.6,37.2,potato,mountain
65,44,32,13.1,51.2,6.26,36.9,wheat,hill
40,40,19,11.3,49.6,6.06,30.5,mustard,hill
83,45,19,23.7,66.2,6.01,100.0,maize,hill
82,56,44,25.0,79.6,6.02,186.3,rice,hill
88,67,75,16.8,67.7,6.55,50.2,cauliflower,hill
79,68,89,17.0,66.5,6.12,46.8,potato,terai
57,47,34,12.9,50.8,6.52,43.3,wheat,hill
92,45,40,27.5,80.5,6.66,218.6,rice,terai
36,25,20,5.6,40.5,5.48,19.1,barley,mountain
83,68,72,15.7,69.3,6.51,44.1,cauliflower,hill
31,23,22,6.3,45.9,5.36,26.0,buckwheat,mountain
65,56,79,7.8,56.3,5.45,29.4,potato,mountain
76,47,24,24.7,63.7,6.08,93.0,maize,hill
63,49,39,15.7,55.1,6.97,36.4,wheat,terai
45,36,27,13.5,48.1,6.69,25.0,mustard,terai
86,78,82,21.4,66.8,6.22,62.4,tomato,hill
80,49,18,25.4,67.0,6.13,92.5,maize,hill
99,43,38,27.2,84.1,6.6,246.3,rice,terai
45,36,24,12.2,46.4,6.09,22.7,mustard,hill
45,41,21,14.7,49.0,6.61,22.9,mustard,terai
75,43,50,24.2,76.0,5.85,175.9,ginger,hill
32,27,24,6.8,40.4,5.46,30.4,barley,mountain
65,58,77,8.7,54.8,5.47,37.0,potato,mountain
33,28,20,7.0,46.0,5.36,30.5,buckwheat,mountain
74,45,23,23.6,66.4,6.11,101.7,maize,hill
64,49,30,12.5,53.9,6.28,40.9,wheat,hill
65,51,81,7.7,53.3,5.28,41.2,potato,mountain
78,46,19,24.8,64.2,6.24,90.8,maize,hill
36,29,25,6.8,42.4,5.33,29.3,barley,mountain
61,58,78,7.7,55.2,5.52,36.5,potato,mountain
94,40,37,28.5,85.7,6.98,236.5,rice,terai
79,71,92,17.1,66.8,6.18,39.3,potato,terai
50,37,63,18.2,80.8,5.05,212.1,cardamom,hill
18,64,29,15.3,53.6,6.61,29.1,lentil,terai
81,68,90,15.7,66.5,5.85,50.1,potato,terai
35,35,25,12.4,47.1,6.16,26.9,mustard,hill
90,40,41,26.3,83.4,6.42,227.6,rice,terai
75,67,83,12.1,61.4,5.63,60.8,potato,hill
80,72,87,16.8,65.3,5.83,46.3,potato,terai
61,49,34,12.4,50.2,6.53,48.0,wheat,hill
41,40,22,12.4,46.2,6.17,22.6,mustard,hill
46,40,25,14.7,51.4,6.39,20.5,mustard,terai
64,51,31,12.2,52.3,6.49,49.2,wheat,hill
95,43,42,27.4,81.9,6.63,224.0,rice,terai
69,54,78,9.1,54.5,5.49,37.9,potato,mountain
85,73,76,16.6,69.3,6.57,41.2,cauliflower,hill
82,66,73,15.9,68.2,6.61,43.6,cauliflower,hill
41,38,20,12.0,46.1,6.32,30.6,mustard,hill
81,47,22,23.8,66.8,6.37,89.1,maize,hill
65,50,32,16.0,54.1,6.89,30.0,wheat,terai
59,46,30,13.0,53.8,6.27,35.0,wheat,hill
74,52,17,24.4,65.8,6.3,93.1,maize,hill
27,22,16,7.2,44.1,5.25,35.2,buckwheat,mountain
40,41,23,12.6,47.9,6.24,33.3,mustard,hill
77,44,21,23.8,66.6,6.32,94.0,maize,hill
85,73,76,19.7,66.4,6.46,67.3,tomato,hill
50,39,61,18.8,80.4,5.25,207.4,cardamom,hill
78,68,86,13.8,61.7,5.49,59.6,potato,hill
85,73,71,16.0,68.4,6.62,43.5,cauliflower,hill
29,28,24,6.3,43.2,5.58,20.6,buckwheat,mountain
87,43,41,25.5,80.4,6.56,227.6,rice,terai
98,39,41,28.0,85.9,6.77,238.1,rice,terai
77,52,23,24.7,65.8,6.17,94.0,maize,hill
93,44,40,28.2,84.2,6.99,240.0,rice,terai
91,75,78,21.0,66.6,6.54,66.6,tomato,hill
63,49,30,11.6,53.0,6.36,42.0,wheat,hill
18,62,28,18.1,51.5,7.04,27.0,chickpea,terai
33,32,25,6.6,40.2,5.53,18.9,barley,mountain
69,49,36,14.3,53.4,6.67,39.7,wheat,terai
65,52,33,12.2,52.0,6.56,45.0,wheat,hill
21,64,25,17.0,53.9,6.87,22.1,chickpea,terai
41,40,27,15.3,49.3,6.3,19.3,mustard,terai
73,64,89,12.0,63.1,5.59,61.6,potato,hill
56,41,59,17.5,80.7,5.05,212.5,cardamom,hill
95,43,40,29.1,84.0,6.89,240.1,rice,terai
82,47,25,26.5,66.2,6.6,115.8,maize,terai
75,68,90,16.1,65.7,6.12,50.7,potato,terai
23,63,28,18.1,51.8,7.04,32.9,chickpea,terai
30,24,20,6.3,43.2,5.25,21.3,buckwheat,mountain
87,70,78,15.6,69.6,6.7,42.1,cauliflower,hill
89,55,41,25.8,80.6,6.22,189.3,rice,hill
18,64,28,17.7,52.3,6.96,23.2,chickpea,terai
39,25,25,5.8,42.6,5.63,24.0,barley,mountain
59,47,33,13.4,51.0,6.27,36.8,wheat,hill
80,66,77,16.5,69.2,6.62,46.2,cauliflower,hill
81,44,24,25.3,68.0,6.63,106.6,maize,terai
22,61,33,16.2,53.3,6.66,29.1,lentil,terai
91,38,41,26.4,82.3,6.49,221.5,rice,terai
56,49,28,13.5,50.5,6.59,44.3,wheat,hill
35,30,22,6.8,43.1,5.48,24.5,barley,mountain
79,64,82,13.1,61.4,5.44,58.0,potato,hill
47,38,26,14.3,51.2,6.3,23.3,mustard,terai
80,67,78,16.1,66.0,6.65,50.5,cauliflower,hill
80,58,44,24.8,82.2,6.29,185.8,rice,hill
75,42,47,23.8,78.7,5.66,184.1,ginger,hill
31,32,24,5.5,41.9,5.32,30.0,barley,mountain
64,58,82,9.4,54.4,5.42,32.5,potato,mountain
34,25,27,7.1,42.4,5.39,29.4,barley,mountain
71,65,84,13.5,62.9,5.45,52.9,potato,hill
48,42,28,15.4,51.5,6.54,28.8,mustard,terai
65,51,82,8.7,53.9,5.36,41.9,potato,mountain
33,27,21,7.3,46.1,5.3,32.9,buckwheat,mountain
84,58,39,25.6,81.6,6.32,178.8,rice,hill
95,41,38,27.3,86.6,6.92,239.4,rice,terai
31,24,21,7.6,45.8,5.4,24.8,buckwheat,mountain
63,49,35,16.1,55.5,6.91,41.1,wheat,terai
65,48,52,22.7,76.5,5.61,172.7,ginger,hill
54,42,64,17.5,80.9,5.36,202.7,cardamom,hill
35,36,24,11.9,46.4,6.0,28.4,mustard,hill
82,73,88,16.5,66.6,5.9,44.2,potato,terai
88,78,79,19.8,67.0,6.49,60.1,tomato,hill
72,67,86,13.7,62.6,5.53,53.4,potato,hill
93,75,82,21.1,63.4,6.56,57.6,tomato,hill
85,74,76,19.9,66.2,6.54,64.5,tomato,hill
83,48,20,25.6,67.8,6.43,113.0,maize,terai
44,44,24,13.6,48.6,6.5,17.5,mustard,terai
32,28,26,6.4,42.2,5.58,22.6,barley,mountain
92,42,34,28.3,83.5,6.83,243.5,rice,terai
71,45,46,22.7,76.1,5.99,186.1,ginger,hill
85,47,24,25.6,69.6,6.44,114.8,maize,terai
79,47,23,26.1,68.2,6.46,111.4,maize,terai
29,24,22,7.2,45.8,5.52,30.7,buckwheat,mountain
23,64,27,16.8,56.1,6.89,36.2,lentil,terai
32,32,26,7.3,40.3,5.69,21.4,barley,mountain
42,39,23,14.5,51.7,6.6,24.7,mustard,terai
69,52,35,15.1,56.4,6.89,31.7,wheat,terai
83,72,77,16.3,68.4,6.67,38.0,cauliflower,hill
45,41,24,13.9,50.5,6.58,25.4,mustard,terai
35,36,25,12.2,49.9,6.1,34.3,mustard,hill
61,49,32,15.9,56.8,6.78,40.4,wheat,terai
90,72,78,15.1,69.1,6.62,48.1,cauliflower,hill
27,64,32,16.5,50.1,6.99,32.8,chickpea,terai
75,52,22,25.5,66.6,6.17,96.8,maize,hill
65,53,39,15.8,54.9,6.97,29.3,wheat,terai
59,45,31,12.7,53.6,6.55,36.7,wheat,hill
